REF_DATE,GEO,DGUID,Labour force characteristics,North American Industry Classification System (NAICS),Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017,Canada,2016A000011124,Unemployment rate,Utilities [22],Both sexes,15 years and over,Percentage,242,units,0,v2363502,1.6.8.1.1,2.1,,,,1
2018,Canada,2016A000011124,Unemployment rate,Utilities [22],Both sexes,15 years and over,Percentage,242,units,0,v2363502,1.6.8.1.1,1.6,,,,1
2019,Canada,2016A000011124,Unemployment rate,Utilities [22],Both sexes,15 years and over,Percentage,242,units,0,v2363502,1.6.8.1.1,1.7,,,,1
2020,Canada,2016A000011124,Unemployment rate,Utilities [22],Both sexes,15 years and over,Percentage,242,units,0,v2363502,1.6.8.1.1,1.9,,,,1
2021,Canada,2016A000011124,Unemployment rate,Utilities [22],Both sexes,15 years and over,Percentage,242,units,0,v2363502,1.6.8.1.1,1.6,,,,1
2017,Canada,2016A000011124,Unemployment rate,Construction [23],Both sexes,15 years and over,Percentage,242,units,0,v2363503,1.6.9.1.1,7.7,,,,1
2018,Canada,2016A000011124,Unemployment rate,Construction [23],Both sexes,15 years and over,Percentage,242,units,0,v2363503,1.6.9.1.1,6.6,,,,1
2019,Canada,2016A000011124,Unemployment rate,Construction [23],Both sexes,15 years and over,Percentage,242,units,0,v2363503,1.6.9.1.1,6.8,,,,1
2020,Canada,2016A000011124,Unemployment rate,Construction [23],Both sexes,15 years and over,Percentage,242,units,0,v2363503,1.6.9.1.1,9.7,,,,1
2021,Canada,2016A000011124,Unemployment rate,Construction [23],Both sexes,15 years and over,Percentage,242,units,0,v2363503,1.6.9.1.1,5.8,,,,1
2017,Canada,2016A000011124,Unemployment rate,Manufacturing [31-33],Both sexes,15 years and over,Percentage,242,units,0,v2363504,1.6.10.1.1,3.7,,,,1
2018,Canada,2016A000011124,Unemployment rate,Manufacturing [31-33],Both sexes,15 years and over,Percentage,242,units,0,v2363504,1.6.10.1.1,3.6,,,,1
2019,Canada,2016A000011124,Unemployment rate,Manufacturing [31-33],Both sexes,15 years and over,Percentage,242,units,0,v2363504,1.6.10.1.1,3.7,,,,1
2020,Canada,2016A000011124,Unemployment rate,Manufacturing [31-33],Both sexes,15 years and over,Percentage,242,units,0,v2363504,1.6.10.1.1,7.1,,,,1
2021,Canada,2016A000011124,Unemployment rate,Manufacturing [31-33],Both sexes,15 years and over,Percentage,242,units,0,v2363504,1.6.10.1.1,4.5,,,,1
2017,Canada,2016A000011124,Unemployment rate,"Durables [321, 327, 331-339]",Both sexes,15 years and over,Percentage,242,units,0,v2363505,1.6.11.1.1,3.4,,,,1
2018,Canada,2016A000011124,Unemployment rate,"Durables [321, 327, 331-339]",Both sexes,15 years and over,Percentage,242,units,0,v2363505,1.6.11.1.1,3.3,,,,1
2019,Canada,2016A000011124,Unemployment rate,"Durables [321, 327, 331-339]",Both sexes,15 years and over,Percentage,242,units,0,v2363505,1.6.11.1.1,3.4,,,,1
2020,Canada,2016A000011124,Unemployment rate,"Durables [321, 327, 331-339]",Both sexes,15 years and over,Percentage,242,units,0,v2363505,1.6.11.1.1,7.4,,,,1
2021,Canada,2016A000011124,Unemployment rate,"Durables [321, 327, 331-339]",Both sexes,15 years and over,Percentage,242,units,0,v2363505,1.6.11.1.1,4.4,,,,1
2017,Canada,2016A000011124,Unemployment rate,"Non-durables [311-316, 322-326]",Both sexes,15 years and over,Percentage,242,units,0,v2363506,1.6.12.1.1,4.1,,,,1
2018,Canada,2016A000011124,Unemployment rate,"Non-durables [311-316, 322-326]",Both sexes,15 years and over,Percentage,242,units,0,v2363506,1.6.12.1.1,4.1,,,,1
2019,Canada,2016A000011124,Unemployment rate,"Non-durables [311-316, 322-326]",Both sexes,15 years and over,Percentage,242,units,0,v2363506,1.6.12.1.1,4.1,,,,1
2020,Canada,2016A000011124,Unemployment rate,"Non-durables [311-316, 322-326]",Both sexes,15 years and over,Percentage,242,units,0,v2363506,1.6.12.1.1,6.6,,,,1
2021,Canada,2016A000011124,Unemployment rate,"Non-durables [311-316, 322-326]",Both sexes,15 years and over,Percentage,242,units,0,v2363506,1.6.12.1.1,4.7,,,,1
2017,Canada,2016A000011124,Unemployment rate,Services-producing sector,Both sexes,15 years and over,Percentage,242,units,0,v2363522,1.6.13.1.1,3.5,,,,1
2018,Canada,2016A000011124,Unemployment rate,Services-producing sector,Both sexes,15 years and over,Percentage,242,units,0,v2363522,1.6.13.1.1,3.3,,,,1
2019,Canada,2016A000011124,Unemployment rate,Services-producing sector,Both sexes,15 years and over,Percentage,242,units,0,v2363522,1.6.13.1.1,3.3,,,,1
2020,Canada,2016A000011124,Unemployment rate,Services-producing sector,Both sexes,15 years and over,Percentage,242,units,0,v2363522,1.6.13.1.1,7.1,,,,1
2021,Canada,2016A000011124,Unemployment rate,Services-producing sector,Both sexes,15 years and over,Percentage,242,units,0,v2363522,1.6.13.1.1,3.9,,,,1
2017,Canada,2016A000011124,Unemployment rate,"Wholesale and retail trade [41, 44-45]",Both sexes,15 years and over,Percentage,242,units,0,v2363521,1.6.14.1.1,3.8,,,,1
2018,Canada,2016A000011124,Unemployment rate,"Wholesale and retail trade [41, 44-45]",Both sexes,15 years and over,Percentage,242,units,0,v2363521,1.6.14.1.1,3.8,,,,1
2019,Canada,2016A000011124,Unemployment rate,"Wholesale and retail trade [41, 44-45]",Both sexes,15 years and over,Percentage,242,units,0,v2363521,1.6.14.1.1,3.7,,,,1
2020,Canada,2016A000011124,Unemployment rate,"Wholesale and retail trade [41, 44-45]",Both sexes,15 years and over,Percentage,242,units,0,v2363521,1.6.14.1.1,7.6,,,,1
2021,Canada,2016A000011124,Unemployment rate,"Wholesale and retail trade [41, 44-45]",Both sexes,15 years and over,Percentage,242,units,0,v2363521,1.6.14.1.1,4.7,,,,1
2017,Canada,2016A000011124,Unemployment rate,Wholesale trade [41],Both sexes,15 years and over,Percentage,242,units,0,v2363507,1.6.15.1.1,3.4,,,,1
2018,Canada,2016A000011124,Unemployment rate,Wholesale trade [41],Both sexes,15 years and over,Percentage,242,units,0,v2363507,1.6.15.1.1,2.7,,,,1
2019,Canada,2016A000011124,Unemployment rate,Wholesale trade [41],Both sexes,15 years and over,Percentage,242,units,0,v2363507,1.6.15.1.1,2.5,,,,1
2020,Canada,2016A000011124,Unemployment rate,Wholesale trade [41],Both sexes,15 years and over,Percentage,242,units,0,v2363507,1.6.15.1.1,5.7,,,,1
2021,Canada,2016A000011124,Unemployment rate,Wholesale trade [41],Both sexes,15 years and over,Percentage,242,units,0,v2363507,1.6.15.1.1,3.6,,,,1
2017,Canada,2016A000011124,Unemployment rate,Retail trade [44-45],Both sexes,15 years and over,Percentage,242,units,0,v2363508,1.6.16.1.1,4,,,,1
2018,Canada,2016A000011124,Unemployment rate,Retail trade [44-45],Both sexes,15 years and over,Percentage,242,units,0,v2363508,1.6.16.1.1,4.1,,,,1
2019,Canada,2016A000011124,Unemployment rate,Retail trade [44-45],Both sexes,15 years and over,Percentage,242,units,0,v2363508,1.6.16.1.1,4.1,,,,1
2020,Canada,2016A000011124,Unemployment rate,Retail trade [44-45],Both sexes,15 years and over,Percentage,242,units,0,v2363508,1.6.16.1.1,8.2,,,,1
2021,Canada,2016A000011124,Unemployment rate,Retail trade [44-45],Both sexes,15 years and over,Percentage,242,units,0,v2363508,1.6.16.1.1,4.9,,,,1
2017,Canada,2016A000011124,Unemployment rate,Transportation and warehousing [48-49],Both sexes,15 years and over,Percentage,242,units,0,v2363509,1.6.17.1.1,3.1,,,,1
2018,Canada,2016A000011124,Unemployment rate,Transportation and warehousing [48-49],Both sexes,15 years and over,Percentage,242,units,0,v2363509,1.6.17.1.1,3.4,,,,1
2019,Canada,2016A000011124,Unemployment rate,Transportation and warehousing [48-49],Both sexes,15 years and over,Percentage,242,units,0,v2363509,1.6.17.1.1,3.2,,,,1
2020,Canada,2016A000011124,Unemployment rate,Transportation and warehousing [48-49],Both sexes,15 years and over,Percentage,242,units,0,v2363509,1.6.17.1.1,7.5,,,,1
2021,Canada,2016A000011124,Unemployment rate,Transportation and warehousing [48-49],Both sexes,15 years and over,Percentage,242,units,0,v2363509,1.6.17.1.1,4.3,,,,1
2017,Canada,2016A000011124,Unemployment rate,"Finance, insurance, real estate, rental and leasing [52, 53]",Both sexes,15 years and over,Percentage,242,units,0,v2363510,1.6.18.1.1,2.3,,,,1
2018,Canada,2016A000011124,Unemployment rate,"Finance, insurance, real estate, rental and leasing [52, 53]",Both sexes,15 years and over,Percentage,242,units,0,v2363510,1.6.18.1.1,1.9,,,,1
2019,Canada,2016A000011124,Unemployment rate,"Finance, insurance, real estate, rental and leasing [52, 53]",Both sexes,15 years and over,Percentage,242,units,0,v2363510,1.6.18.1.1,1.6,,,,1
2020,Canada,2016A000011124,Unemployment rate,"Finance, insurance, real estate, rental and leasing [52, 53]",Both sexes,15 years and over,Percentage,242,units,0,v2363510,1.6.18.1.1,3.3,,,,1
2021,Canada,2016A000011124,Unemployment rate,"Finance, insurance, real estate, rental and leasing [52, 53]",Both sexes,15 years and over,Percentage,242,units,0,v2363510,1.6.18.1.1,1.8,,,,1
2017,Canada,2016A000011124,Unemployment rate,Finance and insurance [52],Both sexes,15 years and over,Percentage,242,units,0,v2363511,1.6.19.1.1,2.3,,,,1
2018,Canada,2016A000011124,Unemployment rate,Finance and insurance [52],Both sexes,15 years and over,Percentage,242,units,0,v2363511,1.6.19.1.1,1.8,,,,1
2019,Canada,2016A000011124,Unemployment rate,Finance and insurance [52],Both sexes,15 years and over,Percentage,242,units,0,v2363511,1.6.19.1.1,1.6,,,,1
2020,Canada,2016A000011124,Unemployment rate,Finance and insurance [52],Both sexes,15 years and over,Percentage,242,units,0,v2363511,1.6.19.1.1,2.6,,,,1
2021,Canada,2016A000011124,Unemployment rate,Finance and insurance [52],Both sexes,15 years and over,Percentage,242,units,0,v2363511,1.6.19.1.1,1.4,,,,1
2017,Canada,2016A000011124,Unemployment rate,Real estate and rental and leasing [53],Both sexes,15 years and over,Percentage,242,units,0,v2363512,1.6.20.1.1,2.1,,,,1
2018,Canada,2016A000011124,Unemployment rate,Real estate and rental and leasing [53],Both sexes,15 years and over,Percentage,242,units,0,v2363512,1.6.20.1.1,2.1,,,,1
2019,Canada,2016A000011124,Unemployment rate,Real estate and rental and leasing [53],Both sexes,15 years and over,Percentage,242,units,0,v2363512,1.6.20.1.1,1.8,,,,1
2020,Canada,2016A000011124,Unemployment rate,Real estate and rental and leasing [53],Both sexes,15 years and over,Percentage,242,units,0,v2363512,1.6.20.1.1,5,,,,1
2021,Canada,2016A000011124,Unemployment rate,Real estate and rental and leasing [53],Both sexes,15 years and over,Percentage,242,units,0,v2363512,1.6.20.1.1,2.6,,,,1
2017,Canada,2016A000011124,Unemployment rate,"Professional, scientific and technical services [54]",Both sexes,15 years and over,Percentage,242,units,0,v2363513,1.6.21.1.1,2.8,,,,1
2018,Canada,2016A000011124,Unemployment rate,"Professional, scientific and technical services [54]",Both sexes,15 years and over,Percentage,242,units,0,v2363513,1.6.21.1.1,2.6,,,,1
2019,Canada,2016A000011124,Unemployment rate,"Professional, scientific and technical services [54]",Both sexes,15 years and over,Percentage,242,units,0,v2363513,1.6.21.1.1,2.7,,,,1
2020,Canada,2016A000011124,Unemployment rate,"Professional, scientific and technical services [54]",Both sexes,15 years and over,Percentage,242,units,0,v2363513,1.6.21.1.1,5,,,,1
2021,Canada,2016A000011124,Unemployment rate,"Professional, scientific and technical services [54]",Both sexes,15 years and over,Percentage,242,units,0,v2363513,1.6.21.1.1,2.5,,,,1
2017,Canada,2016A000011124,Unemployment rate,"Business, building and other support services [55, 56]",Both sexes,15 years and over,Percentage,242,units,0,v2363514,1.6.22.1.1,7,,,,1
2018,Canada,2016A000011124,Unemployment rate,"Business, building and other support services [55, 56]",Both sexes,15 years and over,Percentage,242,units,0,v2363514,1.6.22.1.1,5.7,,,,1
2019,Canada,2016A000011124,Unemployment rate,"Business, building and other support services [55, 56]",Both sexes,15 years and over,Percentage,242,units,0,v2363514,1.6.22.1.1,6.2,,,,1
2020,Canada,2016A000011124,Unemployment rate,"Business, building and other support services [55, 56]",Both sexes,15 years and over,Percentage,242,units,0,v2363514,1.6.22.1.1,10,,,,1
2021,Canada,2016A000011124,Unemployment rate,"Business, building and other support services [55, 56]",Both sexes,15 years and over,Percentage,242,units,0,v2363514,1.6.22.1.1,6.5,,,,1
2017,Canada,2016A000011124,Unemployment rate,Educational services [61],Both sexes,15 years and over,Percentage,242,units,0,v2363515,1.6.23.1.1,3.5,,,,1
2018,Canada,2016A000011124,Unemployment rate,Educational services [61],Both sexes,15 years and over,Percentage,242,units,0,v2363515,1.6.23.1.1,3.5,,,,1
2019,Canada,2016A000011124,Unemployment rate,Educational services [61],Both sexes,15 years and over,Percentage,242,units,0,v2363515,1.6.23.1.1,3.7,,,,1
2020,Canada,2016A000011124,Unemployment rate,Educational services [61],Both sexes,15 years and over,Percentage,242,units,0,v2363515,1.6.23.1.1,6.7,,,,1
2021,Canada,2016A000011124,Unemployment rate,Educational services [61],Both sexes,15 years and over,Percentage,242,units,0,v2363515,1.6.23.1.1,3.8,,,,1
2017,Canada,2016A000011124,Unemployment rate,Health care and social assistance [62],Both sexes,15 years and over,Percentage,242,units,0,v2363516,1.6.24.1.1,1.7,,,,1
2018,Canada,2016A000011124,Unemployment rate,Health care and social assistance [62],Both sexes,15 years and over,Percentage,242,units,0,v2363516,1.6.24.1.1,1.7,,,,1
2019,Canada,2016A000011124,Unemployment rate,Health care and social assistance [62],Both sexes,15 years and over,Percentage,242,units,0,v2363516,1.6.24.1.1,1.5,,,,1
2020,Canada,2016A000011124,Unemployment rate,Health care and social assistance [62],Both sexes,15 years and over,Percentage,242,units,0,v2363516,1.6.24.1.1,3.5,,,,1
2021,Canada,2016A000011124,Unemployment rate,Health care and social assistance [62],Both sexes,15 years and over,Percentage,242,units,0,v2363516,1.6.24.1.1,1.8,,,,1
2017,Canada,2016A000011124,Unemployment rate,"Information, culture and recreation [51, 71]",Both sexes,15 years and over,Percentage,242,units,0,v2363517,1.6.25.1.1,5.5,,,,1
2018,Canada,2016A000011124,Unemployment rate,"Information, culture and recreation [51, 71]",Both sexes,15 years and over,Percentage,242,units,0,v2363517,1.6.25.1.1,5,,,,1
2019,Canada,2016A000011124,Unemployment rate,"Information, culture and recreation [51, 71]",Both sexes,15 years and over,Percentage,242,units,0,v2363517,1.6.25.1.1,5.6,,,,1
2020,Canada,2016A000011124,Unemployment rate,"Information, culture and recreation [51, 71]",Both sexes,15 years and over,Percentage,242,units,0,v2363517,1.6.25.1.1,13.1,,,,1
2021,Canada,2016A000011124,Unemployment rate,"Information, culture and recreation [51, 71]",Both sexes,15 years and over,Percentage,242,units,0,v2363517,1.6.25.1.1,7.4,,,,1
2017,Canada,2016A000011124,Unemployment rate,Accommodation and food services [72],Both sexes,15 years and over,Percentage,242,units,0,v2363518,1.6.26.1.1,5.8,,,,1
2018,Canada,2016A000011124,Unemployment rate,Accommodation and food services [72],Both sexes,15 years and over,Percentage,242,units,0,v2363518,1.6.26.1.1,5.4,,,,1
2019,Canada,2016A000011124,Unemployment rate,Accommodation and food services [72],Both sexes,15 years and over,Percentage,242,units,0,v2363518,1.6.26.1.1,5.6,,,,1
2020,Canada,2016A000011124,Unemployment rate,Accommodation and food services [72],Both sexes,15 years and over,Percentage,242,units,0,v2363518,1.6.26.1.1,17.9,,,,1
2021,Canada,2016A000011124,Unemployment rate,Accommodation and food services [72],Both sexes,15 years and over,Percentage,242,units,0,v2363518,1.6.26.1.1,8.8,,,,1
2017,Canada,2016A000011124,Unemployment rate,Other services (except public administration) [81],Both sexes,15 years and over,Percentage,242,units,0,v2363519,1.6.27.1.1,3.8,,,,1
2018,Canada,2016A000011124,Unemployment rate,Other services (except public administration) [81],Both sexes,15 years and over,Percentage,242,units,0,v2363519,1.6.27.1.1,2.9,,,,1
2019,Canada,2016A000011124,Unemployment rate,Other services (except public administration) [81],Both sexes,15 years and over,Percentage,242,units,0,v2363519,1.6.27.1.1,2.8,,,,1
2020,Canada,2016A000011124,Unemployment rate,Other services (except public administration) [81],Both sexes,15 years and over,Percentage,242,units,0,v2363519,1.6.27.1.1,7.9,,,,1
2021,Canada,2016A000011124,Unemployment rate,Other services (except public administration) [81],Both sexes,15 years and over,Percentage,242,units,0,v2363519,1.6.27.1.1,4.6,,,,1
2017,Canada,2016A000011124,Unemployment rate,Public administration [91],Both sexes,15 years and over,Percentage,242,units,0,v2363520,1.6.28.1.1,1.8,,,,1
2018,Canada,2016A000011124,Unemployment rate,Public administration [91],Both sexes,15 years and over,Percentage,242,units,0,v2363520,1.6.28.1.1,2.1,,,,1
2019,Canada,2016A000011124,Unemployment rate,Public administration [91],Both sexes,15 years and over,Percentage,242,units,0,v2363520,1.6.28.1.1,2.1,,,,1
2020,Canada,2016A000011124,Unemployment rate,Public administration [91],Both sexes,15 years and over,Percentage,242,units,0,v2363520,1.6.28.1.1,3,,,,1
2021,Canada,2016A000011124,Unemployment rate,Public administration [91],Both sexes,15 years and over,Percentage,242,units,0,v2363520,1.6.28.1.1,2,,,,1
