_id,School Name,Enrolled population,DTP coverage rate (%),DTP Religious exemption rate (%),MMR coverage rate (%),MMR Religious exemption rate (%),Lat,Lng
247,FATHER JOHN REDMOND CATHOLIC SECONDARY SCHOOL,1229,84.5,3.3,93.1,3.3,43.59514135,-79.51653877
248,FATHER SERRA CATHOLIC SCHOOL,332,93.7,3,95.5,3,43.68624343,-79.53684468
249,FAYWOOD ARTS-BASED CURRICULUM SCHOOL,274,90.5,4.4,89.4,4.4,43.73985504,-79.44669733
250,FENSIDE PUBLIC SCHOOL,94,91.5,1.1,92.6,1.1,43.76458052,-79.32912658
251,FERN AVENUE JUNIOR AND SENIOR PUBLIC SCHOOL,485,94.8,2.9,96.7,2.9,43.64518032,-79.44611284
252,FINCH PUBLIC SCHOOL,105,91.4,3.8,92.4,3.8,43.78383308,-79.3949742
253,FIRGROVE PUBLIC SCHOOL,151,89.4,0,91.4,0,43.75200089,-79.51991086
254,FIRST NATIONS SCHOOL OF TORONTO,130,69.2,9.2,74.6,10,43.67914023,-79.33663606
255,FISHERVILLE SENIOR PUBLIC SCHOOL,160,95.6,0.6,91.3,0.6,43.78408671,-79.44401073
256,FLEMING PUBLIC SCHOOL,174,95.4,0,98.3,0,43.81536122,-79.20371416
257,FLEMINGTON PUBLIC SCHOOL,101,91.1,0,89.1,0,43.72012525,-79.44424566
258,FOREST HILL COLLEGIATE INSTITUTE,954,89.1,1.7,95,1.7,43.70305826,-79.42134278
259,FOREST HILL JUNIOR AND SENIOR PUBLIC SCHOOL,650,88.6,1.7,90.2,1.7,43.69539527,-79.414124
260,FOREST MANOR PUBLIC SCHOOL,302,86.4,0.3,87.7,0.3,43.77104274,-79.3430668
261,FRANCIS LIBERMANN CATHOLIC HIGH SCHOOL,906,89,0.8,94.9,0.8,43.80739234,-79.27430784
262,FRANK OKE SECONDARY SCHOOL,79,84.8,2.5,97.5,2.5,43.67751242,-79.48875423
263,FRANKLAND COMMUNITY SCHOOL,187,89.3,4.3,91.4,4.3,43.67713734,-79.34993745
264,GALLOWAY ROAD PUBLIC SCHOOL,134,89.6,1.5,94,1.5,43.76498481,-79.19683417
265,GARDEN AVENUE JUNIOR PUBLIC SCHOOL,130,94.6,1.5,95.4,1.5,43.64320011,-79.4491237
266,GATEWAY PUBLIC SCHOOL,411,83.2,1.2,86.9,1.2,43.71172622,-79.33100915
267,GENERAL BROCK PUBLIC SCHOOL,243,90.5,1.2,88.9,1.2,43.7184085,-79.27486723
268,GENERAL CRERAR PUBLIC SCHOOL,248,88.3,2.4,91.5,2.4,43.74568677,-79.27957766
269,GENERAL MERCER JUNIOR PUBLIC SCHOOL,108,89.8,3.7,89.8,3.7,43.67905973,-79.46401246
270,GEORGE ANDERSON PUBLIC SCHOOL,66,98.5,0,97,0,43.70545353,-79.47894806
271,GEORGE B LITTLE PUBLIC SCHOOL,260,90,0,93.5,0,43.77119941,-79.20811045
272,GEORGE HARVEY COLLEGIATE INSTITUTE,488,78.9,0.6,83.6,0.6,43.68454651,-79.47369919
273,GEORGE P MACKIE JUNIOR PUBLIC SCHOOL,68,92.6,5.9,92.6,5.9,43.73932731,-79.21199397
274,GEORGE PECK PUBLIC SCHOOL,162,95.7,1.2,96.3,0.6,43.73825848,-79.29363519
275,GEORGE R GAULD JUNIOR SCHOOL,52,92.3,0,96.2,0,43.62063709,-79.49851943
276,GEORGE S HENRY ACADEMY,373,84.2,1.1,90.1,1.1,43.76435996,-79.33992003
277,GEORGE SYME COMMUNITY SCHOOL,162,85.2,2.5,88.9,2.5,43.66925138,-79.49112677
278,GEORGE WEBSTER ELEMENTARY SCHOOL,500,90.8,0.8,90.2,0.8,43.7010489,-79.29976062
279,GEORGES VANIER SECONDARY SCHOOL,850,77.1,0.4,81.8,0.4,43.7842923,-79.35049619
280,GIVINS/SHAW JUNIOR PUBLIC SCHOOL,155,88.4,3.9,89,3.9,43.64640766,-79.41758429
281,GLAMORGAN JUNIOR PUBLIC SCHOOL,257,91.4,0,96.5,0,43.77130031,-79.28955383
282,GLEDHILL JUNIOR PUBLIC SCHOOL,186,90.3,3.8,93,3.8,43.68765348,-79.30951421
283,GLEN AMES SENIOR PUBLIC SCHOOL,416,95.2,1.7,97.4,1.7,43.67395983,-79.29833223
284,GLEN PARK PUBLIC SCHOOL,254,90.9,3.1,94.1,3.1,43.71317225,-79.43638199
285,GLEN RAVINE JUNIOR PUBLIC SCHOOL,151,96.7,0.7,96.7,0.7,43.73822463,-79.25405895
286,GLENVIEW SENIOR PUBLIC SCHOOL,770,94.7,1,95.6,1,43.71997644,-79.4095247
287,GOLF ROAD JUNIOR PUBLIC SCHOOL,151,94,0,96.7,0,43.76365832,-79.21697024
288,GORDON A BROWN MIDDLE SCHOOL,372,86.3,3.8,88.7,3.8,43.70786931,-79.30535295
289,GOSFORD PUBLIC SCHOOL,111,90.1,0,94.6,0,43.76431849,-79.52132419
290,GRACEDALE PUBLIC SCHOOL,278,92.1,1.1,93.5,1.1,43.75319754,-79.56184211
291,GRACEFIELD PUBLIC SCHOOL,102,92.2,0,94.1,0,43.70932053,-79.49134131
292,GREENHOLME JUNIOR MIDDLE SCHOOL,213,89.2,0,91.1,0,43.73507154,-79.58290811
293,GREENLAND PUBLIC SCHOOL,53,94.3,3.8,94.3,3.8,43.73360704,-79.33853293
294,GREENWOOD SECONDARY SCHOOL,147,62.6,0,61.2,0,43.68283873,-79.33408956
295,GRENOBLE PUBLIC SCHOOL,509,85.7,0.6,87.8,0.6,43.71527454,-79.33225251
296,GREY OWL JUNIOR PUBLIC SCHOOL,115,89.6,2.6,91.3,2.6,43.8039893,-79.21330032
297,GUILDWOOD JUNIOR PUBLIC SCHOOL,58,89.7,8.6,89.7,8.6,43.75082107,-79.19998668
298,GULFSTREAM PUBLIC SCHOOL,371,90.3,1.3,93.3,1.3,43.73907798,-79.5420098
299,H A HALBERT JUNIOR PUBLIC SCHOOL,114,92.1,0.9,94.7,0.9,43.7276496,-79.23173607
300,H J ALEXANDER COMMUNITY SCHOOL,236,87.7,1.3,91.1,1.3,43.70249383,-79.52054426
301,HARBORD COLLEGIATE INSTITUTE,1016,87.6,3.1,95.9,3.1,43.66128952,-79.41426662
302,HARRISON PUBLIC SCHOOL,75,98.7,1.3,96,1.3,43.75736847,-79.37730861
303,HARWOOD PUBLIC SCHOOL,117,94.9,0.9,96.6,0.9,43.67618591,-79.47841248
304,HAVERGAL JUNIOR SCHOOL,288,80.9,0.3,92,0.3,43.720803,-79.412859
305,HAWTHORNE II BILINGUAL ALTERNATIVE JUNIOR SCHOOL,94,95.7,4.3,94.7,4.3,43.668283,-79.42226
306,HEATHER HEIGHTS JUNIOR PUBLIC SCHOOL,89,98.9,0,97.8,0,43.77515588,-79.21506873
307,HENRY HUDSON SENIOR PUBLIC SCHOOL,287,96.2,0.7,96.2,0.7,43.77773718,-79.21446737
308,HENRY KELSEY SENIOR PUBLIC SCHOOL,298,96.6,0.3,96.6,0.3,43.79834559,-79.27702821
309,HERITAGE PARK PUBLIC SCHOOL,190,93.7,0.5,93.7,0.5,43.82135089,-79.20772016
310,HEYDON PARK SECONDARY SCHOOL,116,83.6,1.7,97.4,1.7,43.65496461,-79.39453475
311,HIGH PARK ALTERNATIVE SCHOOL JUNIOR,76,84.2,15.8,84.2,15.8,43.660925,-79.473727
312,HIGHCASTLE PUBLIC SCHOOL,198,89.4,0.5,92.4,0.5,43.7867616,-79.21249563
313,HIGHFIELD JUNIOR SCHOOL,290,95.9,0.3,96.6,0.3,43.74557567,-79.58920656
314,HIGHLAND CREEK PUBLIC SCHOOL,127,98.4,0.8,98.4,0.8,43.7835009,-79.17844629
315,HIGHLAND HEIGHTS JUNIOR PUBLIC SCHOOL,94,96.8,1.1,95.7,1.1,43.79441991,-79.30026235
316,HIGHLAND JUNIOR HIGH SCHOOL,486,94.4,1,95.9,1,43.80686038,-79.35544809
317,HIGHVIEW PUBLIC SCHOOL,70,94.3,0,97.1,0,43.72195105,-79.49723027
318,HILLCREST COMMUNITY SCHOOL,185,88.1,3.2,89.7,3.2,43.67904245,-79.41584478
319,HILLMOUNT PUBLIC SCHOOL,89,96.6,0,97.8,0,43.79940759,-79.35072651
320,HILLTOP MIDDLE SCHOOL,561,91.4,2.9,93.6,2.9,43.68946274,-79.53306701
321,HODGSON SENIOR PUBLIC SCHOOL,533,87.6,2.1,90.2,2.1,43.701095,-79.38479329
322,HOLLYCREST MIDDLE SCHOOL,475,88.6,2.7,92.8,2.7,43.65610422,-79.58270785
323,HOLLYWOOD PUBLIC SCHOOL,180,92.8,1.1,91.7,1.1,43.77051851,-79.39182913
324,HOLY ANGELS CATHOLIC SCHOOL,302,93.4,2.3,94,2.3,43.62840926,-79.51765726
325,HOLY CHILD CATHOLIC SCHOOL,206,92.2,0,92.2,0,43.72888587,-79.61918187
326,HOLY CROSS CATHOLIC SCHOOL,202,93.6,1,91.6,1,43.68998755,-79.34067637
327,HOLY FAMILY CATHOLIC SCHOOL,138,88.4,1.4,92,1.4,43.63875022,-79.434911
328,HOLY NAME CATHOLIC SCHOOL,203,96.1,1.5,97,1.5,43.6773475,-79.34728484
329,HOLY ROSARY CATHOLIC SCHOOL,152,93.4,1.3,91.4,1.3,43.68504731,-79.41404533
330,HOLY SPIRIT CATHOLIC SCHOOL,264,91.7,0,90.5,0,43.78120775,-79.30309624
331,HORIZON ALTERNATIVE SENIOR SCHOOL,67,91,7.5,91,7.5,43.65797846,-79.42199861
332,HOWARD JUNIOR PUBLIC SCHOOL,267,87.6,4.9,88.4,4.9,43.65029872,-79.45199586
333,HUMBER SUMMIT MIDDLE SCHOOL,458,82.3,0.9,87.1,0.9,43.75056475,-79.56452219
334,HUMBER VALLEY VILLAGE JUNIOR MIDDLE SCHOOL,252,88.1,6,88.9,6,43.6655283,-79.52733737
335,HUMBERCREST PUBLIC SCHOOL,430,95.3,2.8,96,2.8,43.66045265,-79.49105537
336,HUMBERSIDE COLLEGIATE INSTITUTE,1212,88,2.7,96.2,2.7,43.65994272,-79.4706428
337,HUMBERWOOD DOWNS JUNIOR MIDDLE ACADEMY,469,97,0.4,97.2,0.4,43.72888587,-79.61918187
338,HUMEWOOD COMMUNITY SCHOOL,331,89.7,4.2,91.8,4.2,43.68663509,-79.42802045
339,HUNTER'S GLEN JUNIOR PUBLIC SCHOOL,256,93.4,0.8,95.7,0.8,43.74571225,-79.26012199
340,HURON STREET JUNIOR PUBLIC SCHOOL,163,89.6,4.9,93.3,4.9,43.67103818,-79.4024111
341,IMMACULATE CONCEPTION CATHOLIC SCHOOL,298,96,0,96.3,0,43.69768014,-79.4778217
342,IMMACULATE HEART OF MARY CATHOLIC SCHOOL,105,96.2,0,95.2,0,43.6961448,-79.262458
343,INDIAN ROAD CRESCENT JUNIOR PUBLIC SCHOOL,174,89.1,5.2,90.8,5.2,43.66252873,-79.4600779
344,INGLENOOK COMMUNITY SCHOOL,72,77.8,6.9,90.3,8.3,43.65397529,-79.35940072
345,INGLEWOOD HEIGHTS JUNIOR PUBLIC SCHOOL,109,95.4,0.9,96.3,0.9,43.78046514,-79.29090549
346,IONVIEW PUBLIC SCHOOL,219,87.2,0,91.3,0,43.73761289,-79.27469827
347,IROQUOIS JUNIOR PUBLIC SCHOOL,217,97.2,0,99.1,0,43.80268016,-79.26944081
348,ISLAND PUBLIC/NATURAL SCIENCE SCHOOL,112,94.6,3.6,94.6,3.6,43.61570028,-79.37838814
349,ISLINGTON JUNIOR MIDDLE SCHOOL,278,83.5,1.4,89.9,1.4,43.64748282,-79.52794669
350,J B TYRRELL SENIOR PUBLIC SCHOOL,416,97.4,1,97.8,1.2,43.78887877,-79.32417507
351,J G WORKMAN PUBLIC SCHOOL,126,98.4,0,98.4,0,43.70719126,-79.26712793
352,J R WILCOX COMMUNITY SCHOOL,152,94.7,2.6,93.4,2.6,43.69494679,-79.43630526
353,JACK MINER SENIOR PUBLIC SCHOOL,197,98.5,1,98,1,43.74968863,-79.18696834
354,JACKMAN AVENUE JUNIOR PUBLIC SCHOOL,315,88.6,4.8,90.5,5.1,43.68065022,-79.35393536
355,JAMES CARDINAL MCGUIGAN CATHOLIC HIGH SCHOOL,851,83.2,0.4,89,0.4,43.76328957,-79.4937986
356,JAMES CULNAN CATHOLIC SCHOOL,275,96.4,0.4,97.5,0.4,43.66110712,-79.48558425
357,JAMES S BELL JUNIOR MIDDLE SCHOOL,283,92.9,4.6,91.2,4.6,43.59435423,-79.5301917
358,JARVIS COLLEGIATE INSTITUTE,660,88,0.9,93.9,0.8,43.6662522,-79.37803485
359,JEAN VANIER CATHOLIC SECONDARY SCHOOL,860,88.7,0.5,92.4,0.3,43.73793993,-79.25841437
360,JESSE KETCHUM JUNIOR AND SENIOR PUBLIC SCHOOL,304,79.9,3.3,83.9,3.3,43.67298262,-79.39213923
361,JOHN A LESLIE PUBLIC SCHOOL,335,93.1,0,95.8,0,43.71412189,-79.24885208
362,JOHN BUCHAN SENIOR PUBLIC SCHOOL,185,93,0,91.4,0,43.78520343,-79.30085689
363,JOHN D PARKER JUNIOR SCHOOL,193,91.2,0.5,92.2,0.5,43.75338681,-79.59579099
364,JOHN ENGLISH JUNIOR MIDDLE SCHOOL,626,94.2,4,94.7,4,43.61185573,-79.494418
365,JOHN FISHER JUNIOR PUBLIC SCHOOL,220,93.2,4.1,94.1,4.1,43.71192825,-79.39746938
366,JOHN G ALTHOUSE MIDDLE SCHOOL,482,90.2,2.7,91.9,2.7,43.66811641,-79.55416146
367,JOHN G DIEFENBAKER PUBLIC SCHOOL,145,93.8,3.4,95.2,3.4,43.80229503,-79.17186953
368,JOHN MCCRAE PUBLIC SCHOOL,352,93.5,1.4,96,1.4,43.74404425,-79.23988651
369,JOHN POLANYI COLLEGIATE INSTITUTE,871,78.3,1.5,84.4,1.4,43.71780895,-79.43985531
370,JOHN ROSS ROBERTSON JUNIOR PUBLIC SCHOOL,308,90.3,2.6,93.2,2.6,43.71832598,-79.4088643
371,JOHN WANLESS JUNIOR PUBLIC SCHOOL,346,94.5,0.9,96.2,0.9,43.72877873,-79.41179965
372,JOSEPH BRANT SENIOR PUBLIC SCHOOL,397,88.4,1,92.2,1,43.76704404,-79.17549755
373,JOSEPH HOWE SENIOR PUBLIC SCHOOL,393,96.2,1.5,96.2,1.5,43.78580785,-79.13729821
374,JOSYF CARDINAL SLIPYJ CATHOLIC SCHOOL,357,86.6,8.4,86.8,8.4,43.6594752,-79.5660254
375,JOYCE PUBLIC SCHOOL,121,93.4,0,95,0,43.70977539,-79.46375749
376,KAREN KAIN SCHOOL OF THE ARTS,172,89,8.1,90.7,8.1,43.63112353,-79.50020735
377,KEELE STREET JUNIOR PUBLIC SCHOOL,295,84.7,4.7,87.5,4.7,43.65750747,-79.46159657
378,KEELESDALE JUNIOR PUBLIC SCHOOL,62,93.5,0,96.8,0,43.6869571,-79.47694631
379,KENNEDY PUBLIC SCHOOL,352,97.2,0,97.2,0,43.81883592,-79.30818052
380,KENSINGTON COMMUNITY SCHOOL,82,95.1,3.7,93.9,3.7,43.65639782,-79.40573152
381,KEW BEACH JUNIOR PUBLIC SCHOOL,238,92.4,2.9,94.1,2.9,43.66846424,-79.30272732
382,KIMBERLEY JUNIOR PUBLIC SCHOOL,141,98.6,0,99.3,0,43.68261997,-79.29912788
383,KING EDWARD JUNIOR AND SENIOR PUBLIC SCHOOL,474,92,2.7,92,2.7,43.65824412,-79.40740893
384,KING GEORGE JUNIOR PUBLIC SCHOOL,93,94.6,3.2,96.8,3.2,43.6631627,-79.48688675
385,KINGSLAKE PUBLIC SCHOOL,103,92.2,2.9,93.2,2.9,43.7848105,-79.34572893
386,KINGSVIEW VILLAGE JUNIOR SCHOOL,198,81.8,1,85.9,1,43.69786666,-79.55078913
387,KIPLING COLLEGIATE INSTITUTE,449,80.6,0.2,89.1,0.2,43.68528812,-79.56235372
388,KNOB HILL PUBLIC SCHOOL,314,84.4,0,86.3,0,43.74529228,-79.24978503
389,LAKESHORE COLLEGIATE INSTITUTE,640,82.7,2.8,93.3,2.8,43.60156342,-79.51916064
390,LAMBERTON PUBLIC SCHOOL,137,79.6,0,86.1,0,43.7536543,-79.50282449
391,LAMBTON KINGSWAY JUNIOR MIDDLE SCHOOL,401,93.8,3.7,95.3,3.2,43.65865722,-79.50931481
392,LAMBTON PARK COMMUNITY SCHOOL,56,82.1,0,85.7,0,43.66757598,-79.49830749
393,L'AMOREAUX COLLEGIATE INSTITUTE,495,83,1.6,89.7,1.6,43.80291777,-79.31807375
394,LANOR JUNIOR MIDDLE SCHOOL,199,91,4,92.5,4,43.60966673,-79.54476956
395,LAWRENCE HEIGHTS MIDDLE SCHOOL,148,93.9,2,93.9,2,43.72083225,-79.45107725
396,LAWRENCE PARK COLLEGIATE INSTITUTE,1192,89,2.4,96.8,2.3,43.72222271,-79.41043908
397,LEASIDE HIGH SCHOOL,969,89.5,1.8,97.6,1.8,43.71112409,-79.37269411
398,LEDBURY PARK ELEMENTARY AND MIDDLE SCHOOL,339,90,1.2,92,1.2,43.72739047,-79.42732263
399,LESCON PUBLIC SCHOOL,84,89.3,2.4,90.5,2.4,43.78084349,-79.35749461
400,LESLIEVILLE JUNIOR PUBLIC SCHOOL,182,89.6,1.1,93.4,1.1,43.66732077,-79.33240772
401,LESTER B PEARSON COLLEGIATE INSTITUTE,1334,90.2,0.9,97.5,0.9,43.80333392,-79.22539867
402,LESTER B PEARSON ELEMENTARY SCHOOL,324,95.1,2.5,97.2,2.5,43.79231944,-79.38746232
403,LILLIAN PUBLIC SCHOOL,99,98,0,97,0,43.79782137,-79.4103985
404,LORD DUFFERIN JUNIOR AND SENIOR PUBLIC SCHOOL,275,90.5,0.4,92.4,0.4,43.66082454,-79.36695506
405,LORD LANSDOWNE JUNIOR PUBLIC SCHOOL,128,93.8,3.9,94.5,3.9,43.65895304,-79.40190985
406,LORD ROBERTS JUNIOR PUBLIC SCHOOL,205,88.8,0.5,91.2,0.5,43.74142643,-79.2636597
407,LORETTO ABBEY CATHOLIC SECONDARY SCHOOL,938,89.3,1.7,96.9,1.6,43.74129632,-79.41065656
408,LORETTO COLLEGE SCHOOL,444,91.2,0.5,97.7,0.5,43.67573671,-79.44324695
409,LUCY MAUD MONTGOMERY PUBLIC SCHOOL,124,98.4,0,99.2,0,43.79691679,-79.20936572
410,LUCY MCCORMICK SENIOR SCHOOL,57,33.3,5.3,80.7,5.3,43.66463261,-79.46017997
411,LYNNGATE JUNIOR PUBLIC SCHOOL,86,96.5,3.5,95.3,3.5,43.77646901,-79.30071632
412,LYNNWOOD HEIGHTS JUNIOR PUBLIC SCHOOL,82,93.9,2.4,89,2.4,43.79658396,-79.29051029
413,MACKLIN PUBLIC SCHOOL,279,91.8,0.4,92.1,0.4,43.82199191,-79.26769422
414,MADONNA CATHOLIC SECONDARY SCHOOL,676,87.9,0.1,93,0.1,43.72951508,-79.4774808
415,MALVERN COLLEGIATE INSTITUTE,1114,88.4,3.2,96.1,3.2,43.68291415,-79.29293632
416,MALVERN JUNIOR PUBLIC SCHOOL,197,87.8,1,92.4,1,43.79783946,-79.23325194
417,MANHATTAN PARK JUNIOR PUBLIC SCHOOL,47,93.6,4.3,93.6,4.3,43.753354,-79.29530112
418,MAPLE LEAF PUBLIC SCHOOL,140,86.4,5,89.3,5,43.71485064,-79.49027522
419,MAPLEWOOD HIGH SCHOOL,112,88.4,4.5,95.5,3.6,43.75889785,-79.19489463
420,MARC GARNEAU COLLEGIATE INSTITUTE,1701,85.7,0.6,93.2,0.6,43.70897569,-79.33496795
421,MARKET LANE JUNIOR AND SENIOR PUBLIC SCHOOL,170,90.6,1.8,90,1.8,43.64985038,-79.3647414
422,MARSHALL MCLUHAN CATHOLIC SECONDARY SCHOOL,1087,90.6,0.6,96.5,0.6,43.70760025,-79.40973516
423,MARTINGROVE COLLEGIATE INSTITUTE,1111,89.9,0.9,96.2,0.9,43.67338277,-79.56073964
424,MARY SHADD PUBLIC SCHOOL,262,91.2,0.4,93.9,0.4,43.8143957,-79.21832404
425,MARY WARD CATHOLIC SECONDARY SCHOOL,1041,90.8,1.2,96.3,1.2,43.81575342,-79.30394007
426,MARYVALE PUBLIC SCHOOL,156,87.2,2.6,92.3,1.9,43.75467112,-79.30791157
427,MASON ROAD JUNIOR PUBLIC SCHOOL,175,86.9,0.6,89.7,0.6,43.73925479,-79.22568299
428,MAURICE CODY JUNIOR PUBLIC SCHOOL,268,94.8,1.5,96.6,1.5,43.70481966,-79.3774482
429,MCKEE PUBLIC SCHOOL,308,93.5,0.3,92.2,0.3,43.77292432,-79.41664769
430,MCMURRICH JUNIOR PUBLIC SCHOOL,288,89.6,4.2,90.3,4.2,43.67807637,-79.43106195
431,MEADOWVALE PUBLIC SCHOOL,152,91.4,2,92.8,2,43.79551101,-79.16406818
432,MELODY VILLAGE JUNIOR SCHOOL,88,97.7,0,96.6,0,43.73813475,-79.59484258
433,MICHAEL POWER/ST JOSEPH HIGH SCHOOL,1887,88.1,2,94.8,2,43.65928999,-79.58198408
434,MILITARY TRAIL PUBLIC SCHOOL,282,75.9,0.7,85.5,0.7,43.78911549,-79.19711697
435,MILL VALLEY JUNIOR SCHOOL,60,90,10,90,10,43.64418939,-79.58697157
436,MILLIKEN PUBLIC SCHOOL,159,95.6,1.3,95,1.3,43.81658655,-79.28849695
437,MILLWOOD JUNIOR SCHOOL,185,96.8,1.1,96.8,1.1,43.63336228,-79.57711952
438,MILNE VALLEY MIDDLE SCHOOL,580,92.6,1.6,93.3,1.6,43.74720205,-79.32670912
439,MONARCH PARK COLLEGIATE INSTITUTE,829,88.4,2.3,95.9,2.3,43.67928073,-79.32277189
440,MONSIGNOR FRASER COLLEGE (MIDLAND NORTH),99,83.8,0,98,0,43.80106916,-79.28571749
441,MONSIGNOR FRASER COLLEGE (MIDTOWN),73,89,0,98.6,0,43.706595,-79.39996075
442,MONSIGNOR FRASER COLLEGE (NORTHEAST),34,85.3,0,97.1,0,43.8218115,-79.27033145
443,MONSIGNOR FRASER COLLEGE (SOUTHWEST),44,75,0,93.2,0,43.66613477,-79.45644834
444,MONSIGNOR FRASER COLLEGE (ST. MARTIN),15,26.7,0,93.3,0,43.66717452,-79.36442585
445,MONSIGNOR PERCY JOHNSON CATHOLIC HIGH SCHOOL,964,86.7,0.9,94.7,0.9,43.72069467,-79.57201689
446,MONTROSE JUNIOR PUBLIC SCHOOL,84,97.6,1.2,98.8,1.2,43.65868159,-79.41884372
447,MORRISH PUBLIC SCHOOL,202,92.6,0.5,95,0.5,43.79318792,-79.17927003
448,MORSE STREET JUNIOR PUBLIC SCHOOL,251,90.4,2.4,92.8,2.4,43.66016692,-79.34016669
449,MOTHER CABRINI CATHOLIC SCHOOL,111,94.6,1.8,94.6,1.8,43.66377811,-79.58630809
450,MOUNTVIEW ALTERNATIVE JUNIOR SCHOOL,51,92.2,5.9,92.2,5.9,43.66353227,-79.48981138
451,MSGR FRASER COLLEGE (ALTERNATIVE STUDY) SECONDARY SCHOOL,170,80,1.2,98.2,1.2,43.66979946,-79.37715337
452,MSGR FRASER COLLEGE (NORFINCH CAMPUS),114,71.9,0,87.7,0,43.75780953,-79.52704295
453,MSGR FRASER-ISABELLA,56,57.1,0,89.3,0,43.66979946,-79.37715337
454,MSGR FRASER-MIDLAND,72,72.2,0,87.5,0,43.80106916,-79.28571749
455,MSGR JOHN CORRIGAN CATHOLIC SCHOOL,144,92.4,0.7,92.4,0.7,43.75157005,-79.60501369
456,MUIRHEAD PUBLIC SCHOOL,109,79.8,1.8,75.2,1.8,43.77888402,-79.33745018
457,NATIVE LEARNING CENTRE,20,65,5,80,5,43.66360843,-79.37917817
458,NATIVITY OF OUR LORD CATHOLIC SCHOOL,277,90.3,2.9,90.3,2.9,43.65312324,-79.57537018
459,NEIL MCNEIL HIGH SCHOOL,840,89.5,1.9,97,1.7,43.67923485,-79.28309716
460,NELSON MANDELA PARK PUBLIC SCHOOL,195,92.3,1.5,92.8,1.5,43.65835275,-79.36060291
461,NEWTONBROOK SECONDARY SCHOOL,857,80.4,1.8,86.3,1.8,43.79354914,-79.42624259
462,NIAGARA STREET JUNIOR PUBLIC SCHOOL,97,90.7,2.1,92.8,2.1,43.64393746,-79.40825293
463,NORMAN COOK JUNIOR PUBLIC SCHOOL,65,96.9,1.5,98.5,1.5,43.71903913,-79.25779513
464,NORMAN INGRAM PUBLIC SCHOOL,85,94.1,3.5,96.5,3.5,43.73995245,-79.34960615
465,NORSEMAN JUNIOR MIDDLE SCHOOL,496,97,1.4,97.2,1.4,43.63430526,-79.51632975
466,NORTH AGINCOURT JUNIOR PUBLIC SCHOOL,225,92.4,0.9,95.1,0.9,43.79645371,-79.27621279
467,NORTH ALBION COLLEGIATE INSTITUTE,790,88.4,0.1,97.1,0,43.74714157,-79.58514278
468,NORTH BENDALE JUNIOR PUBLIC SCHOOL,64,90.6,3.1,95.3,3.1,43.77045371,-79.24763647
469,NORTH BRIDLEWOOD JUNIOR PUBLIC SCHOOL,107,95.3,1.9,94.4,1.9,43.78891636,-79.31858708
470,NORTH EAST YEAR ROUND ALTERNATIVE CENTRE,44,81.8,2.3,95.5,2.3,43.782586,-79.349435
471,NORTH KIPLING JUNIOR MIDDLE SCHOOL,417,86.1,0.7,88.7,0.7,43.75176209,-79.58489255
472,NORTH TORONTO COLLEGIATE INSTITUTE,1312,89.3,1.4,96.5,1.4,43.70969341,-79.39723033
473,NORTH WEST YEAR ROUND ALTERNATIVE CENTRE,29,82.8,0,96.6,0,43.784757,-79.441331
474,NORTHERN SECONDARY SCHOOL,1697,87.8,3.5,95.2,3.4,43.7105371,-79.3901643
475,NORTHLEA ELEMENTARY AND MIDDLE SCHOOL,469,94.7,1.9,94.7,1.9,43.71462362,-79.37017345
476,NORTHVIEW HEIGHTS SECONDARY SCHOOL,1598,86.9,1.1,92.2,1,43.77442921,-79.44632478
477,NORWAY JUNIOR PUBLIC SCHOOL,142,89.4,4.2,95.1,4.2,43.67627905,-79.3066687
478,NOTRE DAME CATHOLIC HIGH SCHOOL,665,89,0.5,97.3,0.5,43.68068578,-79.29313138
479,OAKDALE PARK MIDDLE SCHOOL,419,87.6,0.7,91.9,0.7,43.74746507,-79.51199206
480,OAKRIDGE JUNIOR PUBLIC SCHOOL,172,92.4,0.6,94.8,0.6,43.69496075,-79.28254283
481,OAKWOOD COLLEGIATE INSTITUTE,399,86.7,3.3,94.5,3.3,43.67865589,-79.43637901
482,OASIS ALTERNATIVE,97,78.4,8.2,88.7,8.2,43.645762,-79.398215
483,O'CONNOR PUBLIC SCHOOL,55,92.7,0,94.5,0,43.71650733,-79.30415213
484,OGDEN JUNIOR PUBLIC SCHOOL,87,95.4,1.1,95.4,1.1,43.65001362,-79.39512686
485,ORDE STREET JUNIOR PUBLIC SCHOOL,211,82.5,0.9,83.4,0.9,43.65862749,-79.39226008
486,ORIOLE PARK JUNIOR PUBLIC SCHOOL,114,96.5,2.6,95.6,2.6,43.70257155,-79.40969328
487,OSSINGTON/OLD ORCHARD JUNIOR PUBLIC SCHOOL,148,88.5,4.1,91.2,4.1,43.65270767,-79.42259976
488,OUR LADY OF FATIMA CATHOLIC SCHOOL,477,91.6,1.7,92.2,1.7,43.71015994,-79.29361584
489,OUR LADY OF GRACE CATHOLIC SCHOOL,176,92,0.6,96,0.6,43.81169988,-79.27408966
490,OUR LADY OF GUADALUPE CATHOLIC SCHOOL,99,87.9,1,83.8,1,43.78953291,-79.35496656
491,OUR LADY OF LOURDES CATHOLIC SCHOOL,334,93.4,0,93.4,0,43.66604349,-79.37469556
492,OUR LADY OF PEACE CATHOLIC SCHOOL,399,93.5,3.5,95,3.5,43.64651225,-79.54107815
